Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",asked for plant protection,b)Quinalphos 25 EC -  2 ml,KARNATAKA,BELGAUM,HUKERI,39:35.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Precipitation 41%A blend of sun and clouds; a morning shower or thunderstorm in spots, then a thunderstorm in spotsWinds from theWSW 13 km/hGusts: 28 km/hMax UV Index: 10 (Extreme)Thunderstorms: 60%",KARNATAKA,BELGAUM,ATHNI,40:03.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk KHANPUR,Thunderstorms. High 27ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,KHANAPUR,44:22.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,"Times of clouds and sun, a shower or thunderstorm around",KARNATAKA,BELGAUM,ATHNI,47:32.3
,AGRICULTURE,Others,Others,"	Plant Protection	",asked for plant protection,b)Quinalphos 25 EC -  2 ml,KARNATAKA,BELGAUM,HUKERI,48:59.2
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about plant protection soyabean control of Tobacco caterpillar,Recommended to spray chloropyriphos 2 ml per liter of water or quinolphos 25 EC @ 2 ml per liter of water.,KARNATAKA,BELGAUM,HUKERI,03:20.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"A blend of sun and clouds; a morning shower or thunderstorm in spots, then a thunderstorm in spots",KARNATAKA,BELGAUM,GOKAK,13:32.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,RAYBAG,14:42.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAYBAG TALUK,Precipitation is 62%. cloudy weather and there is chances of occurrence of scattered rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,RAYBAG,19:41.0
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Precipitation 60%,with thunderstorm and There is a chances of rain fall .for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,51:24.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,25 Jun Rainfall(MM) : 0 Temp(Max/Min):0 /0  Humidity(Max/Min)0 /0  Wind:0,KARNATAKA,BELGAUM,BYLAHONGAL,52:01.5
,AGRICULTURE,Others,Others,Weather,Asked  about weather reportof chikodi,"Precipitation 40%A shower or thunderstorm in spots in the morning, then a thunderstorm in spots",KARNATAKA,BELGAUM,CHIKODI,57:27.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy weather and there is 80% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,RAYBAG,09:05.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Times of clouds and sun,KARNATAKA,BELGAUM,CHIKODI,21:45.3
,AGRICULTURE,Others,Others,Government Schemes,Asked about general information on kisan saman yojna,Given as per the guidelines -  01123381092 pm kisan samman yojana,KARNATAKA,BELGAUM,GOKAK,37:06.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk ATHNI,Thunderstorms. High 28ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 1,KARNATAKA,BELGAUM,ATHNI,48:09.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk hukeri,25 Jun Rainfall(MM) : 0 Temp(Max/Min):28.0 /21.5  Humidity(Max/Min)98.0 /98.0  Wind:1.9,KARNATAKA,BELGAUM,HUKERI,56:27.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Belgum,25 Jun Rainfall(MM) : 0 Temp(Max/Min):28.0 /21.5  Humidity(Max/Min)98.0 /98.0  Wind:1.9 25 Jun028.0  / 21.598.0  / 98.01.926 Jun14.033.0  / 23.065.0  / 013.027 Jun9.032.0  / 24.065.0  / 017.028 Jun30.032.0  / 24.073.0  / 017.029 Jun39.031.0  / 24.076.0  / 016.030 Jun16.031.0  / 23.078.0  / 015.0,KARNATAKA,BELGAUM,BELGAUM,12:18.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 60% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,HUKERI,51:38.7
,AGRICULTURE,Others,Others,Government Schemes,Asked about Government schemes,Suggested  to contact  Raitha sampraka Kendra,KARNATAKA,BELGAUM,ATHNI,08:58.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni,"Precipitation 60%A shower or thunderstorm in spots late in the morning, then a couple of thunderstorms around",KARNATAKA,BELGAUM,ATHNI,21:48.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Byalhongal,25 Jun Rainfall(MM) : 0 Temp(Max/Min):28.0 /21.5  Humidity(Max/Min)98.0 /98.0  Wind:1.9 25 Jun028.0  / 21.598.0  / 98.01.926 Jun14.033.0  / 23.065.0  / 013.027 Jun9.032.0  / 24.065.0  / 017.028 Jun30.032.0  / 24.073.0  / 017.029 Jun39.031.0  / 24.076.0  / 016.030 Jun16.031.0  / 23.078.0  / 015.0,KARNATAKA,BELGAUM,BYLAHONGAL,32:15.8
,HORTICULTURE,Fruits,Guava,Nursery Management,ASKED about general information on grafting and air layering,Suggested to the farmer as per the guidance under HORTICULTURE POP,KARNATAKA,BELGAUM,RAYBAG,41:31.5
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF ATHNI,Thunderstorms early. Low 23ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,04:16.7
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF ATHNI,Thunderstorms early. Low 23ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,04:16.7
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF ATHNI,Thunderstorms early. Low 23ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,04:16.7
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF ATHNI,Thunderstorms early. Low 23ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,04:16.7
,AGRICULTURE,Others,Others,Weather,Asked  about weather report,"Precipitation 42%Partly sunny; a t-storm in spots late in the a.m., then a thunderstorm in spots late this afternoon",KARNATAKA,BELGAUM,HUKERI,17:00.4
,AGRICULTURE,Others,Others,Weather,Asked  about weather report,"Precipitation 42%Partly sunny; a t-storm in spots late in the a.m., then a thunderstorm in spots late this afternoon",KARNATAKA,BELGAUM,HUKERI,17:00.4
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.5
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.6
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.6
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.6
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.6
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.7
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.8
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.9
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:41.9
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.0
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.0
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.0
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.0
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.0
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.1
,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Disease management in mango.,Recommended to spray1.0 g. Carbendazim 50 WP. in a liter of water.,KARNATAKA,BELGAUM,GOKAK,19:42.1
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Precipitation 60%,with thunderstorm and There is a chances of rain fall .for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAMDURG,20:06.5
,HORTICULTURE,Condiments and Spices,Turmeric,Nutrient Management,Asked about nutrient management in ginger,Nutrient Management        Farm yard manure: 10 (tons/acre)       Chemical fertilizers: N: P: K: 60: 50: 100Apply entire dose of P and mix it well in the soil.Apply 2/3 N and 50% K 40 days after sowing and the remaining 1/3 N and 50% K 90 days after sowing.,KARNATAKA,BELGAUM,CHIKODI,31:55.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,"Occasional rain and a thunderstorm this evening; otherwise, mostly cloudy",KARNATAKA,BELGAUM,BYLAHONGAL,13:35.0
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,ASKED ABOUT SEED SPACING IN COTTON,"SowingIrrigatedDibble the seeds in 4 ft. rows at 2 ft. apart, one seed/ hill, not deeper than 1'' depth.RainfedDibble the seeds in 3 ft. rows at 2 ft. apart, one seed/ hill, not deeper than 1'' depth.",KARNATAKA,BELGAUM,BYLAHONGAL,22:23.0
,AGRICULTURE,Others,Others,Credit,asked fro general information,"Note: Hybrids- hema, nityashri and composits - NAC - 6004 and NAC - 6002 varieties can be grown in all the seasons during the year and these are tolerent to downy mildew, leaf blight and stem borer and apply Zinc sulphate before sowing.",KARNATAKA,BELGAUM,ATHNI,38:07.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ATHNI TALUK,"Precipitation 60%A shower or thunderstorm in spots late in the morning, then a couple of thunderstorms around",KARNATAKA,BELGAUM,ATHNI,43:16.3
,AGRICULTURE,Others,Others,Weather,Asked about General information,suggested to contact 080-23330153,KARNATAKA,BELGAUM,GOKAK,43:51.4
,AGRICULTURE,Millets,Maize (Makka),Seeds,"Varietal DescriptionVarietiesSowingDuration (days)Seed (kg./acre)Yield (q/acre)IrrigatedRainfedHybrid - Hema*May-JuneSept - OctJan - Feb110 - 1206Grain 36 - 38Straw - 12 tGrain 32 - 34Straw -8 tHybrid - Nithyashri*110 - 120Grain 32 - 34Straw - 12 t.Grain 30 - 32Straw - 8 t.Composit NAC - 6004*115 - 120Grain 24 - 26Straw - 8 t.Grain 18 - 20Straw - 6 t.Composit NAC - 6002*90 - 95Grain 18 - 20Straw - 6 tGrain 12 - 14Straw - 4 t*zone 4, 5, 6 and 7 is suitable.","Varietal DescriptionVarietiesSowingDuration (days)Seed (kg./acre)Yield (q/acre)IrrigatedRainfedHybrid - Hema*May-JuneSept - OctJan - Feb110 - 1206Grain 36 - 38Straw - 12 tGrain 32 - 34Straw -8 tHybrid - Nithyashri*110 - 120Grain 32 - 34Straw - 12 t.Grain 30 - 32Straw - 8 t.Composit NAC - 6004*115 - 120Grain 24 - 26Straw - 8 t.Grain 18 - 20Straw - 6 t.Composit NAC - 6002*90 - 95Grain 18 - 20Straw - 6 tGrain 12 - 14Straw - 4 t*zone 4, 5, 6 and 7 is suitable.",KARNATAKA,BELGAUM,CHIKODI,46:40.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy weather and there is 80% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,ATHNI,04:46.6
,AGRICULTURE,Others,Others,Seeds,Asked about general information,"Recommeded to contact Dr. T.N. Devaraja Programme Coordinator Krishi Vigyan Kendra Kadalivana LIC Colony Layout, BIET Road Dist. Davanagere08192263462 or 09449856876",KARNATAKA,BELGAUM,CHIKODI,10:05.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk  parasgad,20%Mostly cloudy. Low 23ï¿½ï¿½C. Winds WSW at 15 to 25 k,KARNATAKA,BELGAUM,PARASGAD,13:47.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Ramdurga,TONIGHT25 JUNT-Storms Early--20ï¿½ï¿½80%W 18 km/h93%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5218:4800:0612:16Thunderstorms early. Low 20ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance of r,KARNATAKA,BELGAUM,RAMDURG,25:14.2
,AGRICULTURE,Others,Others,Weather,BLANK CALL,BLANK CALL,KARNATAKA,BELGAUM,RAMDURG,27:05.2
,AGRICULTURE,Millets,Maize (Makka),Varieties,Asked about varieties  in maize,"Hybrid - Hema*May-JuneSept - OctJan - Feb110 - 1206Grain 36 - 38Straw - 12 tGrain 32 - 34Straw -8 tHybrid - Nithyashri*110 - 120Grain 32 - 34Straw - 12 t.Grain 30 - 32Straw - 8 t.Composit NAC - 6004*115 - 120Grain 24 - 26Straw - 8 t.Grain 18 - 20Straw - 6 t.Composit NAC - 6002*90 - 95Grain 18 - 20Straw - 6 tGrain 12 - 14Straw - 4 t*zone 4, 5, 6 and 7 is suitable.Note: Hybrids- hema, nityashri and composits - NAC - 6004 and NAC - 6002 varieties can be grown in all the seasons during the year and these are tolerent to downy mildew, leaf blight and stem borer and apply Zinc sulphate before sowing.Designed and Developed by National Informatics Centre , Karnataka State Unit.",KARNATAKA,BELGAUM,ATHNI,19:16.5
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection,Chloropyriphos 2ml per lit of water,KARNATAKA,BELGAUM,RAMDURG,03:09.7
,AGRICULTURE,Others,Others,Weather,BLANK CALL,BLANK CALL,KARNATAKA,BELGAUM,CHIKODI,34:24.4
,HORTICULTURE,Fruits,Banana,Cultural Practices,Asked about general information  of banana,Suggested that  go for application of micro nutrients,KARNATAKA,BELGAUM,ATHNI,20:25.9
,HORTICULTURE,Fruits,Banana,Government Schemes,Asked about general information  subsidy in banana,"Suggested that : For more information contact  Horticulture helpline - 08022742103 ,08022211118",KARNATAKA,BELGAUM,ATHNI,23:22.5
,AGRICULTURE,Others,Others,Weather,Asked  about weather report,"Precipitation 71%Considerable cloudiness, a couple of showers this afternoon",KARNATAKA,BELGAUM,HUKERI,29:01.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 61%Mostly cloudy, a shower or thunderstorm this afternoonWinds from theW 15 km/hGusts: 28 km/hMax UV Index: 8 (Very High)Thunderstorms: 60%",KARNATAKA,BELGAUM,ATHNI,50:44.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report.,"Precipitation 61%Mostly cloudy, a shower or thunderstorm this afternoon",KARNATAKA,BELGAUM,ATHNI,15:29.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of bylahonga  taluk,T-Storms27ï¿½ï¿½22ï¿½ï¿½80%WSW 22 ,KARNATAKA,BELGAUM,BYLAHONGAL,17:07.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Precipitation 61%Mostly cloudy, a shower or thunderstorm this afternoon",KARNATAKA,BELGAUM,ATHNI,29:52.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 61%Mostly cloudy, a shower or thunderstorm this afternoonWinds from theW 13 km/hGusts: 28 km/hMax UV Index: 8 (Very High)Thunderstorms: 60%",KARNATAKA,BELGAUM,ATHNI,59:48.8
,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Asked about Weed management in  paddy,suggested to go for hand weeding,KARNATAKA,BELGAUM,KHANAPUR,45:58.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 61%Mostly cloudy, a shower or thunderstorm this afternoonWinds from theW 13 km/hGusts: 28 km/hMax UV Index: 8 (Very High)Thunderstorms: 60%",KARNATAKA,BELGAUM,ATHNI,53:18.9
